,Date,Term_Premium,Risk_Premium,Stock_Prices_mom%_change,Stock_Prices_mom24mma%_change,Stock_Market_Volatility,REER,Current_Account_Balance_change_yryr%,Current_Account_Balance_over_GDP,One-Day_Repo_Rate_AVG,One-Day_Repo_Rate_EOP,Policy_Rate_&_Fed_Funds_Rate_Differential_AVG,Policy_Rate_&_Fed_Funds_Rate_Differential_EOP,Broad_Money_mo12m%_change,Velocity_of_Money_mo12m%_change,Portfolio_Flows,Foreign_Exchange_Reserve_change_yryr%,Foreign_Exchange_Reserve_over_GDP
0,2005-03,1.7067319802054457,0.47483364523080746,-0.7013031122848743,0.8398669180711607,0.5715703186641813,0.3125094189798953,-0.17169410057589637,0.2696178534445679,2.2702974766924493,1.9669487793054152,0.9175608132495302,0.6821600394707679,1.2494773811563673,-1.0527983230515197,-0.21430141367611175,-0.28063318091739303,-1.7385866917102775
1,2005-04,1.6258738494850726,0.1432490313283381,-0.9999415172256517,0.37909985184281153,1.0379616639133178,-0.2251351404326634,-0.21289252994880234,0.24047118434375417,1.9098790262348704,1.6209645916919262,0.6367113633265219,0.4111573142015881,0.9772032219497213,-0.9825366228580443,1.4391310598508222,0.46221572099682434,-1.2426505015754514
2,2005-05,1.868448241646192,0.36430544059665093,0.5646350758498915,0.4578530219604373,0.9570251701621678,-0.4431914375187482,-0.19989340966343733,0.12087841194050931,1.599250341098236,1.6209645916919262,0.33617790372130935,0.3473919670794284,1.8941586959339896,-1.9083152725206403,2.0284342436283276,0.229745424546922,-1.2619151619001867
3,2005-06,1.3024413266035797,0.7143114219381463,0.9725577627909878,0.6691135401875845,0.7933468267870912,-0.19157580621162204,-0.16587094499517532,-0.026181720564459,1.5836445937588366,1.2749804040784372,0.18772955818495798,-0.05645523136091784,1.342436121470533,-1.1842197064728635,0.08175999444177377,0.39544800507729677,-1.244333566496476
4,2005-07,1.5450157187646996,0.7972075754137636,1.2408449106942765,0.9684247069366322,0.75856969204165,-0.3314505992503019,-0.13187395386117096,-0.14186008552921034,1.2395750214663437,1.1019883102716928,-0.05436557706350115,-0.16804458882469767,1.2782532131520532,-0.9936464934097895,0.22048591138844012,0.41366478928631395,-1.217458839347512
5,2005-08,1.1407250651628336,0.7327327893771725,0.46007756650368614,1.0185098971763888,0.5335964125359939,-0.08290227871567539,-0.09971727435951627,-0.14079329048753156,1.0842606788980265,1.1019883102716928,-0.3411475056551641,-0.33808551448379065,1.4299602586660851,-1.1661753891921136,-0.08629010007085458,0.30437666867171437,-1.2806701299170105
6,2005-09,1.3428703919637663,1.0366853521211026,1.2933681039543277,1.3850762938866485,0.6174657863235251,0.37818429196136866,-0.07538391987060691,-0.11157225175517421,0.9125974581646233,0.9289962164649482,-0.6299296569397071,-0.630343355460357,1.787400022442379,-1.7648826690132713,-0.1308402929114507,0.29039617528200456,-1.4852226625272251
7,2005-10,1.3428703919637663,0.7327327893771725,-0.9863780000898896,0.8958266777889377,0.25851858418775403,0.36878395935592106,-0.06443546524219002,-0.12372363612335176,0.9125974581646233,0.9289962164649482,-0.6771849180589957,-0.6781673658019767,0.7834013521675449,-1.1431804199765812,-0.2876118575910167,0.6885094878433289,-1.5218026951827328
8,2005-11,1.262012261243393,0.60378321730399,0.9728351919998863,1.1372447948348485,0.5311332416102537,0.050926895282599395,-0.05608210685651437,-0.15250727311657866,0.9125974581646233,0.9289962164649482,-0.682435502627806,-0.6834811447288237,1.8870257965318984,-2.6933610855448924,-0.30171001988234464,0.23201418573092028,-1.6062190429193386
9,2005-12,1.1407250651628336,0.7235221056576594,0.7975214219915431,1.2949282644343918,0.7051660410525341,0.5115193916862639,-0.03487216047958416,-0.07625266603690901,0.9125974581646233,0.9289962164649482,-0.713939010040665,-0.7153638182899035,1.3046984828210522,-2.269837919242046,-0.4494587606954608,0.5809243478137297,-1.711105483400263
10,2006-01,1.0194378690822739,0.9077357800479201,1.041728094242171,1.5469161065096775,-0.22061036213421892,0.6528473855780467,0.02275578204039112,-0.03715147142297893,0.9125974581646233,0.9289962164649482,-0.91346122365544,-0.9172874175100764,0.46938657920698507,-1.1978397368901863,-0.00621253825611221,-0.20101087919700458,-1.6646978453009256
11,2006-02,0.9790088037220871,1.3406379148650327,0.3956408363515788,1.5597933017267533,0.41517680075900326,0.7146690304143094,0.13390788239494802,-0.08169937016819401,0.7409342374312201,0.7560041226582037,-1.0709787607197359,-1.0767007853154762,0.7309529907830079,-1.1309549451723007,1.6596263180871904,-0.07599066356250436,-1.2361476102964157
12,2006-03,1.100295999802647,1.2761631288284414,0.5488535726605714,1.637445075433524,0.6855509603443455,0.34934869592708856,0.27204868853953446,-0.22006978273756306,0.5692710166978169,0.5830120288514592,-1.4542714342428567,-1.4646066469752823,0.19724029410233418,-0.17676770238280792,-0.3220113735818568,0.5498133180974774,-1.130590060253382
13,2006-04,0.7768634769211542,1.2853738125479546,1.5776485136562375,2.1004219381768343,-0.24731738933117292,0.19968850274799288,0.376235489225208,-0.39497626471774566,0.5692710166978169,0.5830120288514592,-1.3807632502795186,-1.3902137419994294,0.06705913764292848,0.028707797380558196,-0.01579928861421517,0.18633091557285422,-1.0592307293907053
14,2006-05,0.37257282331928837,1.1840562916333113,-1.8032215681215094,1.2036811507090135,-1.3025581751594753,0.4340224786665597,0.38498787591034517,-0.46426634883532264,0.5692710166978169,0.5830120288514592,-1.480524357086906,-1.4911755416095156,0.19769998778554315,-0.2583915868311991,-1.0534240332559472,0.7394043793030592,-1.0753903567200807
15,2006-06,1.0194378690822739,0.889314412608894,0.38062088320396065,1.2238169907488474,-1.8681233683499134,-0.09734878891100512,0.3376438158859518,-0.6107079812399164,0.5692710166978169,0.5830120288514592,-1.480524357086906,-1.4911755416095156,0.5583567055079677,-0.7695124299570829,-1.096282446621584,0.3707263220768404,-1.1428711365984405
16,2006-07,0.898150673001714,0.8340503102918159,2.1943407550520244,1.8857975742183686,-1.8319267000444264,0.032466621992350016,0.27308491834759946,-0.5387034416840634,0.5692710166978169,0.5830120288514592,-1.6170395558759625,-1.6293337937075287,0.8080517217141004,-0.9715358828491234,0.08288784742508,0.6915468570412671,-1.0542032180450243
17,2006-08,0.9790088037220871,0.5945725335844769,-1.0317962653965476,1.3075730349926706,-0.6033233263227743,0.5149786378262291,0.2237499736757337,-0.38997127110920865,0.5692710166978169,0.5830120288514592,-1.6170395558759625,-1.6293337937075287,0.7646648635884392,-0.6733127843705476,-0.661495121557032,0.6407595149263827,-1.1782597409932327
18,2006-09,1.2215831958832069,0.5853618498649639,0.21175006650904662,1.25208809331336,0.6099889620408231,0.20023869620179513,0.23433604483728332,-0.4580293960422524,0.5692710166978169,0.5830120288514592,-1.6327913095823925,-1.645275130488069,0.8598804988680553,-0.4194382925008364,-0.41844280365453945,0.7222540005374283,-1.1738330043535603
19,2006-10,1.0598669344424605,0.8064182591332767,1.2468357025625811,1.5724841622414565,0.19847115278482946,0.3983935281175857,0.3230622301838801,-0.6354976012405328,0.5692710166978169,0.5830120288514592,-1.6170395558759625,-1.6293337937075287,0.7061610070261023,0.15446071453473392,-0.16298410293567825,0.3274192118543882,-1.5873235014840668
20,2006-11,0.898150673001714,0.7419434730966855,0.9950139124910636,1.792068262682079,-0.21104530938069893,0.6783413638205529,0.44075467973579674,-0.8027875558538307,0.5692710166978169,0.5830120288514592,-1.6170395558759625,-1.6293337937075287,1.1869140195828223,-0.06529024608827465,-0.6124335167832111,0.7703241272876931,-1.7757659494337434
21,2006-12,0.6960053462007811,0.9169464637674332,-0.0031793408633533035,1.6161637733927618,-0.3532667760558352,0.778603778822507,0.5220819904004959,-0.896142126589422,0.5692710166978169,0.5830120288514592,-1.5435313719126245,-1.5549408887316756,1.5493181448849696,-0.2513430181137199,0.25826898632919887,0.35406849006451124,-2.0538373785742534
22,2007-01,0.6960053462007811,1.0827387707186678,1.3730546004692181,1.974565658787376,-0.2828720639423006,0.4479693874815107,0.5376065949254583,-1.0054720971231825,0.5692710166978169,0.5830120288514592,-1.6275407250135825,-1.6399613515612221,2.4343935509907313,-1.103813811063962,1.5784209032891419,0.6961746595676375,-1.6400645487899883
23,2007-02,0.9790088037220871,0.7695755242552246,-0.9189840498452602,1.4160129162506565,-0.8527112785021277,0.39835129187881335,0.5149926035397948,-1.0126143450613656,0.5692710166978169,0.5830120288514592,-1.6695454015640616,-1.6824715829759953,2.098804870174158,-0.7355877391913772,-1.1481636838536706,0.1993528970895064,-1.4895179304574084
